"單位名稱","地址_縣市","地址_鄉鎮市區","地址","設立地址","機構狀態","服務類型","評鑑等級","未評鑑原因","電話","傳真","單位網址","單位電子信箱","服務可提供量","員工資訊","許可_總床數","護理人員_合計","醫事人員_合計",
"德光護理之家","臺南市","東區","崇德路160號1-4樓","臺南市東區崇德路160號1-4樓","02","一般護理之家","<year=103&class=3>","","06-2893355","06-2896679","https://zh-tw.facebook.com/pages/%E5%BE%B7%E5%85%89%E8%AD%B7%E7%90%86%E4%B9%8B%E5%AE%B6/292986017444311","tekuang@yahoo.com.tw","True","","80","6","1",
"天慈護理之家","臺南市","南區","三官路91號","臺南市南區三官路91號","02","一般護理之家","<year=102&class=2>","","06-2921088","06-2920988","http://www.2921088.hos.tw/","nhome2323@yahoo.com.tw","True","","89","7","1",
"台南市私立迦南美地護理之家","臺南市","南區","德興路139巷44弄38號","臺南市南區德興路139巷44弄38號","02","一般護理之家","<year=103&class=2>","","06-2654567","06-2634527","http://www.new-shine.net/","henry700204@yahoo.com.tw","True","","70","6","1",
"永春護理之家","臺南市","南區","永春街7號1-4樓","臺南市南區永春街7號1-4樓","02","一般護理之家","<year=103&class=3>","","06-2910236","06-2910238","https://zh-tw.facebook.com/%E6%B0%B8%E6%98%A5%E8%AD%B7%E7%90%86%E4%B9%8B%E5%AE%B6-754477004621339/","tn37617055@gmail.com","True","","80","6","0",
"德濟護理之家","臺南市","南區","水交社路335號","臺南市南區水交社路335號","02","一般護理之家","<year=103&class=3>","","06-2911218","06-2611203","http://www.deji335.com.tw/","md_nh80@yahoo.com.tw","True","","80","6","0",
"錫安護理之家","臺南市","南區","大同路2段482巷45號B1-5樓","臺南市南區大同路2段482巷45號B1-5樓","02","一般護理之家","<year=104&class=3>","","06-2155511","06-2132157","http://shian2155577.pixnet.net/blog","shian2155577@gmail.com","True","","55","4","0",
"開元寺慈愛醫院附設護理之家","臺南市","北區","北園街89-1號2樓","臺南市北區北園街89-1號2樓","02","一般護理之家","<year=104&class=1>","","06-2088818","06-2096090","http://2088818.com/index.html","leling670101@yahoo.com.tw","True","","80","6","0",
"聖公護理之家","臺南市","北區","文成路785號1-2樓","臺南市北區文成路785號1-2樓","02","一般護理之家","<year=103&class=2>","","06-2591081","06-3587824","http://www.sheng-gong.com.tw/","shenggong@yahoo.com.tw","True","","107","8","1",
"臺南市立安南醫院附設護理之家","臺南市","安南區","長和路2段66號復健大樓3樓","臺南市安南區長和路2段66號復健大樓3樓","02","一般護理之家","<year=104&class=1>","","06-3567224","06-3567224","http://www.tmanh.org.tw/ch/","n70194@mail.tmanh.org.tw","True","","200","15","0",
"如新護理之家","臺南市","安平區","健康三街590號1-5樓","臺南市安平區健康三街590號1-5樓","02","一般護理之家","<year=104&class=1>","","06-2976868","06-2935533","http://www.new-shine.tw/","socute@yahoo.com.tw","True","","176","14","2",
"十全診所附設護理之家","臺南市","中西區","永福路2段3號2-4樓","臺南市中西區永福路2段3號2-4樓","02","一般護理之家","<year=104&class=4>","","06-2265088","06-2264339","無","ten2265088@gmail.com","True","","35","6","0",
"永和醫院附設護理之家","臺南市","中西區","府前路1段304巷2號2樓、永福路2段35巷58號4-5樓","臺南市中西區府前路1段304巷2號2樓、永福路2段35巷58號4-5樓","02","一般護理之家","<year=104&class=3>","","06-2231191","06-2226752","http://www.yungho.com.tw/nursing.html","yungho@seednet.tw","True","","84","11","0",
"全人護理之家","臺南市","中西區","西賢一街187巷1號1-4樓","臺南市中西區西賢一街187巷1號1-4樓","02","一般護理之家","<year=104&class=3>","","06-3583456","06-3581614","http://www.holistic-person.com/","holistic-person@hotmail.com","True","","55","7","2",
"國欣護理之家","臺南市","中西區","和平街23號B1-4樓","臺南市中西區和平街23號B1-4樓","02","一般護理之家","<year=103&class=1>","","06-2202111","06-2232111","http://www.kuoshin.com.tw/","ksn@kgh.com.tw","True","","133","14","0",
"衛生福利部臺南醫院附設護理之家","臺南市","中西區","中山路125號","臺南市中西區中山路125號","02","一般護理之家","<year=104&class=3>","","06-2200055","06-2204178","http://www.tnhosp.mohw.gov.tw/","00759@tnhosp.mohw.gov.tw","True","","133","11","0",
"桃園皇家護理之家","桃園市","桃園區","復興路70號6樓","桃園市桃園區復興路70號6樓","02","一般護理之家","<year=103&class=3>","","03-3379595","03-3392546","http://198.55.121.69/cgi-bin/big5/k/374b?q1=374bv1&q65=2018855&q27=374b&q35=&q12=1","royal34916565@yahoo.com.tw","True","","80","8","0",
"御禾園護理之家","桃園市","桃園區","龍壽街283號","桃園市桃園區龍壽街283號","02","一般護理之家","<year=104&class=4>","","03-3691633","03-3691261","http://goo.gl/XY9FkD","yufen2277@gmail.com","True","","90","7","0",
"健亞護理之家","桃園市","桃園區","中山東路32-20號4樓之1","桃園市桃園區中山東路32-20號4樓之1","02","一般護理之家","<year=103&class=3>","","03-3334203","03-3334397","http://care-home.com.tw/","3334203@gmail.com","True","","48","5","0",
"臺北榮民總醫院桃園分院附設護理之家","桃園市","桃園區","成功路三段100號","桃園市桃園區成功路三段100號","02","一般護理之家","<year=104&class=2>","","03-2617058","03-2617069","http://tyvhnh.choninn.com.tw/","tyvhnh@gmail.com","True","","99","8","0",
"寬福護理之家","桃園市","桃園區","裕和街35號","桃園市桃園區裕和街35號","02","一般護理之家,居家服務","<year=102&class=1>","","03-3702500","03-3702501","http://goo.gl/LDG3vw","cfnh99169042@gmail.com","True","","46","10","2",
"莨璟護理之家","桃園市","桃園區","中平路158號","桃園市桃園區中平路158號","02","一般護理之家","<year=104&class=2>","","03-3692991","03-3602474","https://goo.gl/vpRWck","coocooco103@yahoo.com.tw","True","","30","4","0",
"衛生福利部桃園醫院附設護理之家","桃園市","桃園區","中山路一四九二號","桃園市桃園區中山路一四九二號","02","一般護理之家","<year=104&class=2>","","03-3699721#4101","03-3699721#4106","http://goo.gl/ATcL7E","bifuh@mail.tygh.gov.tw","True","","110","12","0",
"中敏護理之家","桃園市","中壢區","中山東路二段525號2樓","桃園市中壢區中山東路二段525號2樓","02","一般護理之家","<year=104&class=2>","","03-4371000#200","03-4377890","http://goo.gl/MwvS4x","n000030@e-ms.com.tw","True","","99","4","0",
"樂鑫護理之家","桃園市","中壢區","信義里1鄰廈門街91號2樓","桃園市中壢區信義里1鄰廈門街91號2樓","02","一般護理之家","<year=103&class=2>","","03-4594118","03-4594117","http://www.lexin.com.tw/index.php","lexin@livemail.tw","True","","57","5","0",
"懷寧內科診所附設護理之家","桃園市","中壢區","崇德三路二五○號、二五二號","桃園市中壢區崇德三路二五○號、二五二號","02","一般護理之家","<year=104&class=2>","","03-4080143","03-4080430","http://armfulcare2.myweb.hinet.net/","smartfanny33@gmail.com","True","","158","10","2",
"元福護理之家","桃園市","大溪區","瑞源里石園路760巷316號","桃園市大溪區瑞源里石園路760巷316號","2","一般護理之家","<year=104&class=2>","","03-3909835","03-3909837","http://www.ywanfu.com.tw/","chuchi1206@yahoo.com.tw","True","","75","","",
"桃園市私立元福護理之家","桃園市","大溪區","瑞源里石園路760巷316號","桃園市大溪區瑞源里石園路760巷316號","2","一般護理之家","<year=104&class=2>","","03-3909835","03-3909837","http://www.ywanfu.com.tw/","chuchi1206@yahoo.com.tw","True","","75","8","1",
"大溪鎮農會附設護理之家","桃園市","大溪區","中華路343號3樓","桃園市大溪區中華路343號3樓","2","一般護理之家","<year=104&class=3>","","03-3879688","03-3877528","http://www.dnh.com.tw/index.jsp","nh0316@yahoo.com.tw","True","","90","","",
"大溪區農會附設護理之家","桃園市","大溪區","中華路343號3樓","桃園市大溪區中華路343號3樓","2","一般護理之家","<year=104&class=3>","","03-3879688","03-3877528","http://www.dnh.com.tw/index.jsp","nh0316@yahoo.com.tw","True","","90","8","0",
"桃園市私立樂活護理之家","桃園市","楊梅區","富岡里富豐南路109巷106號","桃園市楊梅區富岡里富豐南路109巷106號","02","一般護理之家","<year=104&class=3>","","03-4724659","03-4725730","http://loho1021001.pixnet.net/blog","loho7221@gmail.com","True","","45","3","0",
"安家護理之家","桃園市","楊梅區","瑞原里民有路1段258號","桃園市楊梅區瑞原里民有路1段258號","02","一般護理之家","<year=102&class=2>","","03-4856829","03-4856729","https://goo.gl/JhS0us","anjiahouse@hotmail.com","True","","46","4","0",
"桃園縣私立樂活護理之家","桃園市","楊梅區","富岡里富豐南路109巷106號","桃園市楊梅區富岡里富豐南路109巷106號","02","一般護理之家","<year=104&class=3>","","03-4724659","03-4725730","http://loho1021001.pixnet.net/blog","loho7221@gmail.com","True","","45","3","0",
"天成醫院附設護理之家","桃園市","楊梅區","新成路196號","桃園市楊梅區新成路196號","02","一般護理之家","<year=103&class=2>","","03-4859243","03-4856852","http://www.tcmg.com.tw/ym/site/?id=290","chronic.ward@msa.hinet.net","True","","62","6","0",
"大園敏盛醫院附設護理之家","桃園市","大園區","華中街二號三、五樓","桃園市大園區華中街二號三、五樓","02","一般護理之家","<year=104&class=2>","","03-3867521#300","03-3858339","http://goo.gl/4wk7Yk","applemonlove@gmail.com","True","","74","8","1",
"大慶護理之家","桃園市","龜山區","文化七路182巷9號","桃園市龜山區文化七路182巷9號","02","一般護理之家","<year=103&class=3>","","03-3960036","03-3273377","http://goo.gl/QoBF0p","dorayin@yahoo.com.tw","True","","49","5","0",
"聯庚護理之家","桃園市","龜山區","文化三路516號2、3樓","桃園市龜山區文化三路516號2、3樓","02","一般護理之家","<year=103&class=3>","","03-3186088","03-3972946","https://goo.gl/Yo9yHt","gigi.hc@gmail.com","True","","49","7","0",
"永康護理之家","桃園市","龜山區","忠義路二段421、423號","桃園市龜山區忠義路二段421、423號","02","一般護理之家","<year=102&class=3>","","03-3960789","03-3961489","https://goo.gl/XLO0Vb","a29921223@hotmail.com","True","","49","4","0",
"至善天下護理之家","桃園市","龜山區","復興二路78巷48號","桃園市龜山區復興二路78巷48號","02","一般護理之家","<year=104&class=1>","","03-3979639","03-3971606","http://goo.gl/V8AW7D","yu884588@yahoo.com.tw","True","","60","7","1",
"仁義護理之家","桃園市","龜山區","自強南路289號","桃園市龜山區自強南路289號","02","一般護理之家","<year=104&class=2>","","03-3191688","03-3201642","http://www.jynh.com.tw/","jynh2008@yahoo.com.tw","True","","75","5","0",
"福仁護理之家","桃園市","龜山區","大崗村大湖一路79巷35號","桃園市龜山區大崗村大湖一路79巷35號","02","一般護理之家","<year=104&class=3>","","03-3281616","03-3182669","http://goo.gl/A5OCVH","furen.nursing@msa.hinet.net","True","","60","7","0",
"長庚醫療財團法人附設桃園長庚護理之家","桃園市","龜山區","舊路村東舊路坑二六之八號","桃園市龜山區舊路村東舊路坑二六之八號","02","一般護理之家","<year=104&class=1>","","03-3492345#2009","03-3297125","https://goo.gl/L5tRr4"," k22024@cgmh.org.tw","True","","1000","42","0",
"信安護理之家","桃園市","龜山區","文昌二街79、81號","桃園市龜山區文昌二街79、81號","02","一般護理之家","<year=104&class=1>","","03-3272200","03-3273377","http://goo.gl/DYHaJW","karenpan68@hotmail.com","True","","97","7","0",
"晉生醫療社團法人附設晉生護理之家","臺南市","永康區","中山南路902巷5號3-6樓","臺南市永康區中山南路902巷5號3-6樓","02","一般護理之家","<year=102&class=2>","","06-2330003","06-2032099","http://jshospital.com.tw/","js15@jshospital.com.tw","True","","118","10","0",
"高雄榮民總醫院臺南分院附設護理之家","臺南市","永康區","復興路427號","臺南市永康區復興路427號","02","一般護理之家","<year=104&class=1>","","06-2365101","06-3129843","http://www.vhyk.gov.tw/","louise@mail.vhyk.gov.tw","True","","95","10","0",
"康詠護理之家","臺南市","永康區","二王里二王路30巷2號1-4樓","臺南市永康區二王里二王路30巷2號1-4樓","02","一般護理之家","<year=104&class=2>","","06-2313216","06-2024888","http://www.kangjun.com.tw/ku/web/ku_03_1.html","kang.jun@msa.hinet.net","True","","55","7","0",
"敏盛綜合醫院附設護理之家","桃園市","桃園區","三民路三段106號6樓","桃園市桃園區三民路三段106號6樓","02","一般護理之家","<year=104&class=1>","","03-3379340#620","03-3314482","http://goo.gl/b0eMzT","N004390@e-ms.com.tw","True","","95","9","0",
"長庚醫療財團法人附設長青護理之家","桃園市","龜山區","舊路村東舊路坑二六之八號","桃園市龜山區舊路村東舊路坑二六之八號","02","一般護理之家","<year=104&class=1>","","03-3492345#2009","03-3297125","https://goo.gl/L5tRr4"," k22024@cgmh.org.tw","True","","310","44","0",
"旭登護理之家","桃園市","八德區","樹仁三街601號1樓","桃園市八德區樹仁三街601號1樓","02","一般護理之家","<year=102&class=1>","","03-3677666-9","03-3672922","http://sd.gogo888.tw/eyingweb/sd/","rr0329@yahoo.com.tw","True","","99","9","0",
"承恩護理之家","桃園市","平鎮區","和平路86號6樓、7樓","桃園市平鎮區和平路86號6樓、7樓","02","一般護理之家","<year=103&class=2>","","03-4570518#68","03-4570710","https://goo.gl/BiXL1I","minling.chang@gmail.com","True","","42","6","0",
"平鎮佳醫護理之家","桃園市","平鎮區","東光路23巷18號","桃園市平鎮區東光路23巷18號","02","一般護理之家","<year=103&class=2>","","03-4607277#102","03-4603133","https://www.facebook.com/a1518168","a1518168@yahoo.com.tw","True","","99","10","1",
"陽明醫院附設護理之家","桃園市","平鎮區","延平路二段56號3樓","桃園市平鎮區延平路二段56號3樓","02","一般護理之家","<year=104&class=1>","","03-4929929#350","03-4929938","http://www.yangminpj.com.tw/nursinghome1.html","pig610307@yahoo.com.tw","True","","45","5","0",
"柏圓護理之家","桃園市","平鎮區","長沙街6號","桃園市平鎮區長沙街6號","02","一般護理之家","<year=102&class=3>","","03-4390655","03-4398304","http://goo.gl/pN2bTn","boyuan23588@yahoo.com.tw","True","","80","6","0",
"柏陽護理之家","桃園市","平鎮區","平南里23鄰上海路89巷38號","桃園市平鎮區平南里23鄰上海路89巷38號","02","一般護理之家","<year=103&class=3>","","03-4395757","03-4396167","http://www.034395757.com.tw/","tsanlang@mail.apol.com.tw","True","","60","4","0",
"陽明醫院附設護理之家","桃園市","平鎮區","延平路二段56號3樓","桃園市平鎮區延平路二段56號3樓","02","一般護理之家","<year=104&class=1>","","03-4929929#350","03-4929938","Http://www.ymhospital.com.tw","pig610307@yahoo.com.tw","True","","99","8","0",
"智化護理之家","桃園市","觀音區","三和村5鄰橫圳頂39之1號","桃園市觀音區三和村5鄰橫圳頂39之1號","02","一般護理之家","<year=102&class=2>","","03-4732301","03-4734839","https://goo.gl/1wlxeu","may550421@yahoo.com.tw","True","","45","7","0",
"桃園縣私立龍祥護理之家","桃園市","龍潭區","高平村高楊南路97-1號1-3樓及97號2-3樓","桃園市龍潭區高平村高楊南路97-1號1-3樓及97號2-3樓","02","一般護理之家","<year=104&class=1>","","03-4718976","03-4116429","http://www.longxiang.com.tw/","ls97_1@yahoo.com.tw","True","","35","4","0",
"國軍桃園總醫院附設護理之家","桃園市","龍潭區","中興路九龍段168號","桃園市龍潭區中興路九龍段168號","02","一般護理之家","<year=104&class=1>","","03-4799595#325924","03-4808334","http://www.aftygh.gov.tw/dept2/"," icu311@aftygh.gov.tw","True","","99","13","0",
"揚明護理之家","桃園市","平鎮區","金陵路2段268號","桃園市平鎮區金陵路2段268號","02","一般護理之家","","3","03-4581899","03-4583572","http://goo.gl/4DFEtX","pig610307@yahoo.com.tw","True","","198","1","0",
"芊馨園護理之家","新竹縣","芎林鄉","上山村8鄰上山82-12號","新竹縣芎林鄉上山村8鄰上山82-12號","02","一般護理之家","","3","03-5927919","03-5927386","http://www.5927089.com.tw","c035927919@gmail.com","True","","92","5","0",
"龍潭敏盛醫院附設護理之家","桃園市","龍潭區","中豐路168號2樓","桃園市龍潭區中豐路168號2樓","02","一般護理之家","","3","03-4794151#2333","03-4792135","http://goo.gl/12sLEv","kids.barbara@gmail.com ","True","","49","5","0",
"懷寧醫院附設護理之家","桃園市","中壢區","志廣路119號8、9樓","桃園市中壢區志廣路119號8、9樓","02","一般護理之家","","3","03-4919119#1469","03-4919669","http://www.armfulcare.com.tw/tw/twtime/twtime.html","dondon123ok@gmail.com","True","","49","6","0",
"陽光護理之家","臺南市","永康區","中山東路25號2樓","臺南市永康區中山東路25號2樓","02","一般護理之家","","3","06-3029090","06-3029393","https://www.facebook.com/pages/%E9%99%BD%E5%85%89%E8%AD%B7%E7%90%86%E4%B9%8B%E5%AE%B6/781962885175725","YGnursinghome9090@gmail.com","True","","22","4","0",
"衛生福利部樂生療養院附設護理之家","桃園市","龜山區","萬壽路一段50巷2號 ","桃園市龜山區萬壽路一段50巷2號 ","2","一般護理之家","","3","02-82006600","02-82006600#3828","http://www.lslp.mohw.gov.tw/index.php","skh0926@ms64.hinet.net","True","","39","","",
"恩典護理之家","桃園市","龜山區","萬壽路二段956號4-6樓","桃園市龜山區萬壽路二段956號4-6樓","02","一般護理之家","","3","03-3490069#500","03-3495877","http://www.grace3498111.com/","grace3490069@gmail.com","True","","25","5","0",
"南雅護理之家","桃園市","桃園區","東路 32 -20 號 7樓 8樓","桃園市桃園區中山東路 32 -20 號 7樓 8樓","2","一般護理之家","","3","03-3361501","03-3361170","http://goo.gl/yyJO5m","nanya1040913@gmail.com","True","","49","","",
"悅豪護理之家","臺南市","永康區","中山北路256號1-2樓","臺南市永康區中山北路256號1-2樓","02","一般護理之家","","3","06-2333166","06-2331177","http://www.yuehao.com.tw/index.php?Company_SN=1000700040","yuehao258@gmail.com","True","","91","7","0",
"吉安醫院附設護理之家","臺南市","關廟區","北花里中正路435號3-4樓","臺南市關廟區北花里中正路435號3-4樓","02","一般護理之家","","3","06-5957456","06-5954904","https://www.facebook.com/jianhspt/","gianshpt@gmail.com","True","","156","5","6",
"福東護理之家","高雄市","茄萣區","公園路110巷1號1-4樓","高雄市茄萣區公園路110巷1號1-4樓","02","一般護理之家","","3","07-6902269","無","尚未建置","Fubog.nursing@msa.ninet.net","True","","87","","",
"健麗醫護理之家","臺南市","歸仁區","武東里明德路8號1樓","臺南市歸仁區武東里明德路8號1樓","02","一般護理之家","","3","06-3032967","06-3032968","http://www.jle-nursing.com.tw/","adm.shen@gmail.com","True","","99","4","0",
"臺南市私立聖祐護理之家","臺南市","仁德區","中生里中洲129-5號1-2樓","臺南市仁德區中生里中洲129-5號1-2樓","02","一般護理之家","","3","06-2668705","06-2660909","http://mashup.com.tw/sheng-yu/","r222088087@yahoo.com.tw","True","","99","7","0",
"永安護理之家","臺南市","善化區","光文里21鄰建國路172號1-4樓","臺南市善化區光文里21鄰建國路172號1-4樓","02","一般護理之家","","3","06-5119710","無","無","yongan740916@gmail.com","True","","68","4","5",
"台灣基督長老教會新樓醫療財團法人附設麻豆新樓護理之家","臺南市","麻豆區","小埤里苓子林20號3、5、6樓","臺南市麻豆區小埤里苓子林20號3、5、6樓","02","一般護理之家","","3","06-5702228","06-5704473","http://www.sinlau.org.tw/","slh168@sinlau.org.tw","True","","200","8","0",
"長安醫院附設新安護理之家","臺中市","太平區","永平路一段9號7樓","臺中市太平區永平路一段9號7樓","02","一般護理之家","","3","04-36113611","04-36113612","無","zk0229@bga.com.tw","True","","99","50","0",
"澄清復健醫院附設護理之家","臺中市","北屯區","太原路3段1142號1、2樓(現開放1樓)","臺中市北屯區太原路3段1142號1、2樓(現開放1樓)","02","一般護理之家","","3","04-36110181","04-36118118","無","vickyr004508@yahoo.com.tw","True","","41","5","0",
"福碩護理之家","臺中市","烏日區","公園路242-1號1、2樓","臺中市烏日區公園路242-1號1、2樓","02","一般護理之家","","3","0423386608","無","無","fushuo.care@msa.hinet.net","True","","157","4","0",
"寶興護理之家","新北市","新店區","寶興路39號2樓至4樓、41號2樓至5樓","新北市新店區寶興路39號2樓至4樓、41號2樓至5樓","02","一般護理之家","","3","02-29109980","02-29129023","無","vcnh2015@gmail.com","True","","78","7","0",
"中山醫學大學附設醫院附設護理之家","臺中市","西區","中山路501號1-3樓","臺中市西區中山路501號1-3樓","02","一般護理之家","","3","04-22062100","04-22062101","無","csha301@csh.org.tw","True","","101","42","0",
"悠悅護理之家","新北市","中和區","中正路909號10樓","新北市中和區中正路909號10樓","02","一般護理之家","","3","02-22212608","02-22228335","http://www.yohoshare.com.tw/webIndex","yohoshare@gmail.com","True","","23","5","0",
"燕巢靜和醫療社團法人附設燕巢靜和護理之家","高雄市","燕巢區","深水里3-20號4樓","高雄市燕巢區深水里3-20號4樓","02","一般護理之家","","3","07-6156555#205","無","http://ftp.jing-ho.com.tw/dm","kuyin3641@yahoo.com.tw","True","","90","8","0",
"仁美庭園護理之家","彰化縣","田中鎮","一心街55號","彰化縣田中鎮一心街55號","02","一般護理之家","","3","04-8762070","04-8747345","無","q2216550831@yahoo.com.tw","True","","88","6","0",
"臺灣基督教門諾會醫療財團法人附設門諾壽豐護理之家","花蓮縣","壽豐鄉","共和村魚池52號","花蓮縣壽豐鄉共和村魚池52號","02","一般護理之家","","3","038664700~02","038-664698","https://www.mch.org.tw/Docs/599/Default.aspx","hut@mch.org.tw","True","","200","6","0",
"福星護理之家","彰化縣","員林鎮","員水路1段103巷37號","彰化縣員林市員水路1段103巷37號","02","一般護理之家","","3","04-8362278","無","無","8362278@gmail.com","True","","42","","",
"和春護理之家","高雄市","岡山區","中山南路268號2樓","高雄市岡山區中山南路268號2樓","02","一般護理之家","","3","07-6265580","07-6266210","http://hechun.com.tw","jfp506@hotmail.com","True","","98","10","0",
"橙田護理之家","高雄市","小港區","宏光街511號","高雄市小港區宏光街511號","02","一般護理之家","","3","07-8010408","無","https://m.facebook.com/orangefieldnh511/","orangefieldnh511@gmail.com","True","","90","","",
"善護大同護理之家","屏東縣","屏東市","潭墘里勝利路328號","屏東縣屏東市潭墘里勝利路328號","02","一般護理之家","","3","08-7324742","08-7323606","http://sfcare.com.tw/","sf7324742@gmail.com","True","","80","8","0",
"愛之福護理之家","南投縣","草屯鎮","新庄里日新街277巷250號","南投縣草屯鎮新庄里日新街277巷250號","02","一般護理之家","","3","049-2319969","049-2310898","無","love.bliss@msa.hinet.net","True","","99","4","4",
"德安護理之家","彰化縣","二林鎮","豐田里福興巷120號","彰化縣二林鎮豐田里福興巷120號","02","一般護理之家","","3","04-8956116","無","無","無","True","","99","","",
"居享護理之家","彰化縣","二林鎮","二林鎮趙甲里新殿巷183號","彰化縣二林鎮趙甲里新殿巷183號","02","一般護理之家","","3","04-8950481","04-8950482","無","無","True","","99","9","0",
"瑞峰護理之家","屏東縣","屏東市","大湖路68號","屏東縣屏東市大湖路68號","02","一般護理之家","","3","08-7555150","08-7555306","無","n087555306@gmail.com","True","","99","8","0",
"伸美護理之家","彰化縣","伸港鄉","建國一街121號","彰化縣伸港鄉建國一街121號","02","一般護理之家","","3","04-7980369","無","無","無","True","","90","","",
"安康護理之家","臺東縣","臺東市","中華路三段195號","臺東縣台東市中華路三段195號","02","一般護理之家","","4","089-345865","089-348705","無","ancarehome@gmail.com","True","","31","","",
"中心護理之家","高雄市","楠梓區","德民路781號1-3樓","高雄市楠梓區德民路781號1-3樓","02","一般護理之家","<year=102&class=2>","4","07-3652685","無","尚未建置","nancyshue2002@hotmail.com.tw","True","","91","5","1",
"長泰護理之家","新竹縣","新豐鄉","埔和村14鄰埔頂363-10號","新竹縣新豐鄉埔和村14鄰埔頂363-10號","2","一般護理之家","","未滿一年免評","03-5689333","03-5689700","http://ctnh.com.tw","ctnh.hsinchu@gmail.com","TRUE","","98","6","0",
"劉嘉修護理之家  ","高雄市","岡山區","頂潭北路55號1-2樓","高雄市岡山區頂潭北路55號1-2樓","2","一般護理之家","","未滿一年免評","07-6259555","","","","true","","89","","",
