"單位名稱","地址_縣市","地址_鄉鎮市區","地址","設立地址","機構狀態","服務類型","評鑑等級","未評鑑原因","電話","傳真","單位網址","單位電子信箱","服務可提供量","許可_總床數","許可_養護床","許可_長照床","許可_安養床",
"彰化縣私立明昇老人養護中心","彰化縣","田尾鄉","睦宜村睦宜路22號","彰化縣田尾鄉睦宜村睦宜路22號","1","養護型機構","<year=104&class=2>","","?04-8837395","?04-8837498","無","?minsun_village@yahoo.com.tw","True","49","39","10","0",
"彰化縣私立博愛老人養護中心","彰化縣","田尾鄉","南鎮村平和路1段73號","彰化縣田尾鄉南鎮村平和路1段73號","1","養護型機構","<year=103&class=3>","","?04-8238338","?04-8243157","無","?boai568@yahoo.com.tw","True","41","41","0","0",
"彰化縣私立光田老人養護中心","彰化縣","田尾鄉","饒平村光復路2段560號","彰化縣田尾鄉饒平村光復路2段560號","1","養護型機構","<year=103&class=1>","","04-8831338","04-8834510","無","buddy8831338@yahoo.com.tw","True","49","49","0","0",
"彰化縣私立健民老人養護中心","彰化縣","埤頭鄉","中和村溪林路177-1號","彰化縣埤頭鄉中和村溪林路177-1號","1","養護型機構","<year=103&class=2>","","?04-8898382","?04-8898381","無","?n6043.chan.@msa.hinet.net","True","49","25","24","0",
"彰化縣私立和煬老人長期照護中心(養護型)","彰化縣","埤頭鄉","芙朝村東環路二段320巷36號","彰化縣埤頭鄉芙朝村東環路二段320巷36號","1","養護型機構","<year=102&class=2>","","04-8921878","04-8922017","無","無","True","48","48","0","0",
"財團法人南投縣私立傑瑞社會福利基金會附設南投縣私立傑瑞老人安養中心","南投縣","南投市","三興里31鄰嶺興路210-3號","南投縣南投市三興里31鄰嶺興路210-3號","1","養護型機構","<year=102&class=3>","","?049-2230990","?049-2223251","http://www.jerry.org.tw/","?lantis_navy@mail2000.com.tw","True","498","266","72","160",
"財團法人南投縣私立南投仁愛之家","南投縣","南投市","三興里39鄰民族路617號","南投縣南投市三興里39鄰民族路617號","1","養護型機構","<year=102&class=2>","","?049-2222151","?049-2203711","http://www.ntrah.org.tw/ap/cust_view.aspx?bid=55","?abcde.a222151@msa.hinet.net","True","158","108","0","39",
"南投縣私立慈嘉養護中心","南投縣","南投市","彰南路2段672巷65號","南投縣南投市彰南路2段672巷65號","1","養護型機構","無","104年6月重新立案，未滿一年","?049-2257507","04-22569612","無","ch2257507@yahoo.com.tw","True","34","34","0","0",
"南投縣私立佳尚好老人長期照顧中心(養護型)","南投縣","南投市","彰南路2段672巷65號","南投縣南投市彰南路2段672巷65號","1","養護型機構","無","3","?049-2258879","?049-2258879","無","?susan88299@yahoo.com.tw","True","24","24","0","0",
"財團法人利河伯社會福利基金會附設台灣省私立基督仁愛之家","南投縣","埔里鎮","福興里福興路146巷48號","南投縣埔里鎮福興里福興路146巷48號","1","養護型機構","<year=102&class=3>","","?049-2930390","?049-2930240","http://www.rehoboth-welfare.org.tw","?tjcpch@ms22.hinet.net","True","140","107","0","33",
"財團法人臺灣省私立光明仁愛之家","南投縣","埔里鎮","鯉魚路25-3號","南投縣埔里鎮鯉魚路25-3號","1","養護型機構","<year=102&class=2>","","?049-2984506","?049-2980675","https://gm-carehome.eoffering.org.tw","?gm999.nhome@msa.hinet.net","True","200","114","42","44",
"南投縣私立寶優養護中心","南投縣","草屯鎮","新豐里6鄰稻香路25之27號","南投縣草屯鎮新豐里6鄰稻香路25之27號","1","養護型機構","<year=103&class=3>","","?049-2353338","?049-2306968","無","?p306968@ms35.hinet.net","True","49","49","0","0",
"南投縣私立慈愛老人養護中心","南投縣","竹山鎮","雲林里34鄰大勇路21號","南投縣竹山鎮雲林里34鄰大勇路21號","1","養護型機構","<year=102&class=3>","","?049-2651911","?049-2630007","無","?wen_xin0215@yahoo.com.tw","True","48","48","0","0",
"南投縣私立億安老人養護中心","南投縣","竹山鎮","延和里4鄰大和街258號","南投縣竹山鎮延和里4鄰大和街258號","1","養護型機構","<year=102&class=3>","","?049-2654169","?049-2661158","無","?yi-an@livemail.tw","True","34","18","16","0",
"南投縣私立同心居養護中心","南投縣","竹山鎮","雲林里33鄰大仁路199巷2號","南投縣竹山鎮雲林里33鄰大仁路199巷2號","1","養護型機構","<year=102&class=3>","","?049-2635717","?049-2656787","無","?nt.tsg@msa.hinet.net","True","46","46","0","0",
"南投縣私立尚德老人養護中心","南投縣","名間鄉","東湖村2鄰山腳巷54-20號","南投縣名間鄉東湖村2鄰山腳巷54-20號","1","養護型機構","<year=102&class=2>","","?049-2738847","?049-2735239","http://www.nato-sd.com/","?hda580208@yahoo.com.tw","True","44","44","0","0",
"南投縣私立祥和老人養護中心","南投縣","名間鄉","東湖村15鄰彰南路256-1巷100號","南投縣名間鄉東湖村15鄰彰南路256-1巷100號","1","養護型機構","<year=103&class=3>","","?049-2739868","?049-2736722","https://www.facebook.com/南投縣私立祥和老人養護中心-237451533060369/info/?tab=page_info","?a2739868@yahoo.com.tw","True","18","18","0","0",
"雲林縣私立弘愛老人長期照顧中心(養護型)","雲林縣","斗六市","十三里10鄰十三北路101號","雲林縣斗六市十三里10鄰十三北路101號","1","養護型機構","<year=104&class=2>","","?05-5518976","?05-5518995","無","?sun420117@gmail.com","True","45","45","0","0",
"雲林縣私立慈暉老人養護中心","雲林縣","斗六市","虎溪里興農路632號","雲林縣斗六市虎溪里興農路632號","1","養護型機構","<year=102&class=2>","","?05-5510711","?05-5510733","http://www.tsuhuei.com.tw/tw/index.asp?au_id=1&sub_id=25","yu_shan2005@hotmail.com","True","46","46","0","0",
"雲林縣私立朝陽老人養護中心","雲林縣","斗六市","大學路一段201巷79號","雲林縣斗六市大學路一段201巷79號","1","養護型機構","<year=102&class=3>","","?05-5345039","?05-5340551","無","?enroy12@yahoo.com.tw","True","30","30","0","0",
"雲林縣私立聖元老人養護中心","雲林縣","斗南鎮","小東里大業路121號","雲林縣斗南鎮小東里大業路121號","1","養護型機構","<year=102&class=2>","","?05-5968545","?05-5969845","無","?s5969831be888@yahoo.com.tw","True","44","44","0","0",
"雲林縣私立恩惠老人長期照顧中心(養護型)","雲林縣","斗南鎮","東明里2鄰新庄20之36號","雲林縣斗南鎮東明里2鄰新庄20之36號","1","養護型機構","<year=102&class=3>","","?05-5952520","?05-5952517","無","?INFAVOR100@yahoo.com.tw","True","49","49","0","0",
"雲林縣私立石龜老人養護中心","雲林縣","斗南鎮","靖興里靖光路37號","雲林縣斗南鎮靖興里靖光路37號","1","養護型機構","<year=102&class=2>","","?05-5968757","?05-5969576","無","a596.b8757@msa.hinet.ne","True","36","36","0","0",
"雲林縣私立全佑老人長期照顧中心(養護型)","雲林縣","斗南鎮","新光里文安30-22號","雲林縣斗南鎮新光里文安30-22號","1","養護型機構","<year=102&class=3>","","?05-5977129","?05-5955139","無","?chuan.yu630@msa.hinet.met","True","49","49","0","0",
"雲林縣私立慈愛老人養護所","雲林縣","斗南鎮","阿丹里興中路1號","雲林縣斗南鎮阿丹里興中路1號","1","養護型機構","<year=102&class=2>","","?05-5961134","?05-5965810","http://cih-ai.myweb.hinet.net/","?cih_ai@hotmail.com","True","49","49","0","0",
"雲林縣私立僑真老人養護中心","雲林縣","斗南鎮","舊社里新生三路2840號","雲林縣斗南鎮舊社里新生三路2840號","1","養護型機構","<year=102&class=3>","","?05-5954859","?05-5950360","https://www.facebook.com/%E7%A7%81%E7%AB%8B%E5%83%91%E7%9C%9F%E8%80%81%E4%BA%BA%E9%A4%8A%E8%AD%B7%E4%B8%AD%E5%BF%83-211650848971392/","?a14910310@yahoo.com.tw","True","45","45","0","0",
"財團法人天主教中華道明修女會附設私立福安老人療養所","雲林縣","斗南鎮","北銘里興北路99號","雲林縣斗南鎮北銘里興北路99號","1","養護型機構","<year=102&class=2>","","?05-5974374","?05-5966201","無","?funany@ms64.hihet.net","True","99","99","0","0",
"雲林縣私立孝親養源老人長期照顧中心(養護型)","雲林縣","虎尾鎮","虎興西八路368號","雲林縣虎尾鎮虎興西八路368號","1","養護型機構","<year=104&class=3>","","05-5529091","05-5529091","無","y335214@yahoo.com","True","49","49","0","0",
"雲林縣私立健群老人長期照顧中心(養護型)","雲林縣","虎尾鎮","平和里平和路35號","雲林縣虎尾鎮平和里平和路35號","1","養護型機構","無","3","05-6362786","05-6362785","無","ritatsai.tsai@gmail.com","True","36","36","0","0",
"雲林縣私立柏翔老人養護中心","雲林縣","虎尾鎮","下溪里大庄73-58號","雲林縣虎尾鎮下溪里大庄73-58號","1","養護型機構","<year=102&class=3>","","?05-6225088","?05-6225188","http://boxcare5088.pixnet.net/blog","bs6225088@gmail.com","True","46","46","0","0",
"雲林縣私立伊甸園老人長期照顧中心(養護型)","雲林縣","虎尾鎮","下溪里大庄76之16號","雲林縣虎尾鎮下溪里大庄76之16號","1","養護型機構","<year=104&class=2>","","05-6326767","05-6312959","無","edultc7616@gmail.com","True","49","49","0","0",
"雲林縣私立雙福寶佛門老人養護中心","雲林縣","虎尾鎮","平和里平和厝68-3號","雲林縣虎尾鎮平和里平和厝68-3號","1","養護型機構","<year=102&class=2>","","?05-6314899","?05-6324268","www.sfb-care.com.tw","sfb6314899@gmail.com","True","48","48","0","0",
"雲林縣私立養生老人長期照顧中心(養護型)","雲林縣","土庫鎮","忠正里中華路100號","雲林縣土庫鎮忠正里中華路100號","1","養護型機構","<year=104&class=3>","","05-6624800","05-6621850","無","yansun101@gmail.com","True","49","49","0","0",
"雲林縣私立安親院老人長期照顧中心(養護型)","雲林縣","北港鎮","後溝里灣仔內路76號","雲林縣北港鎮後溝里灣仔內路76號","1","養護型機構","無","101年8月立案、102年8月停業並於103年12月復業，營運未滿1年，預計105年完成評鑑","05-7834995","05-7838551","無","p057821666@hotmail.com","True","49","49","0","0",
"安家園老人長期照顧中心","雲林縣","北港鎮","後溝里灣內77號","雲林縣北港鎮後溝里灣內77號","1","養護型機構","<year=102&class=3>","","05-7821666","05-7838551","無","p057821666@hotmail.com","True","49","49","0","0",
"雲林縣私立長青老人長期照顧中心(養護型)","雲林縣","北港鎮","新厝110-30號","雲林縣北港鎮新厝110-30號","1","養護型機構","<year=102&class=3>","","?05-7822866","?05-7822633","無","?ever.green7822866@yahoo.com.tw","True","40","40","0","0",
"雲林縣私立華山老人養護中心","雲林縣","古坑鄉","華山村華山村91號","雲林縣古坑鄉華山村華山村91號","1","養護型機構","<year=102&class=2>","","?05-5901879","?05-5901443","無","?iansdf","True","49","49","0","0",
"雲林縣私立永光老人養護中心","雲林縣","古坑鄉","永光村光興路20號","雲林縣古坑鄉永光村光興路20號","1","養護型機構","<year=102&class=3>","","?05-5828927","?05-5829727","無","?aaa.a381213@msa.hinet.net","True","41","41","0","0",
"雲林縣私立聖誕老人長期照顧中心(養護型)","雲林縣","古坑鄉","麻園村8鄰麻園60號","雲林縣古坑鄉麻園村8鄰麻園60號","1","養護型機構","無","3","05-58233336","05-5825890","無","nana521012@yahoo.com.tw","True","49","49","0","0",
"雲林縣私立大華老人長期照顧中心","雲林縣","大埤鄉","南和村民族路81號","雲林縣大埤鄉南和村民族路81號","1","養護型機構","<year=102&class=3>","","05-5918758","05-5915172","無","p5918758@yahoo.com.tw","True","36","36","0","0",
"雲林縣私立永祥老人長期照顧中心","雲林縣","林內鄉","烏塗村忠庄58號","雲林縣林內鄉烏塗村忠庄58號","1","養護型機構","<year=104&class=2>","","?05-5899266","05-5899756","無","?yx.elc@hotmail.com","True","49","49","0","0",
"財團法人雲林縣私立同仁仁愛之家","雲林縣","林內鄉","林茂村復興34號","雲林縣林內鄉林茂村復興34號","1","養護型機構","<year=102&class=3>","","?05-5892670","?05-5890128","http://www.tongren.org.tw/","?good.cares@msa.hinet.net","True","200","150","50","0",
"雲林縣私立金典老人長期照顧中心(養護型)","雲林縣","二崙鄉","港後村015鄰港後路63-1號","雲林縣二崙鄉港後村015鄰港後路63-1號","1","養護型機構","無","3","?05-5980868","?05-8980878","無","?may5982205@yahoo.com.tw","True","35","35","0","0",
"雲林縣私立幸福之家老人長期照顧中心(養護型)","雲林縣","二崙鄉","崙東村6鄰裕民路22巷9號","雲林縣二崙鄉崙東村6鄰裕民路22巷9號","1","養護型機構","無","3","05-5980379","05-5989359","無","happiness598598@yahoo.com.tw","True","49","49","0","0",
"雲林縣私立源春老人長期照顧中心(養護型)","雲林縣","崙背鄉","崙前村前厝60號","雲林縣崙背鄉崙前村前厝60號","1","養護型機構","<year=102&class=2>","","?05-6964007","?05-6962707","www.facebook.com/yuan.chun007","?yuan.chun007@yahoo.com.tw","True","49","49","0","0",
"雲林縣私立博愛養護中心","雲林縣","元長鄉","長南村中山路一巷22號","雲林縣元長鄉長南村中山路一巷22號","1","養護型機構","<year=102&class=3>","","?05-7888688","?05-7882673","無","vicki_223@msn.com","True","49","49","0","0",
"嘉義縣私立慈護養護中心","嘉義縣","太保市","麻寮里19鄰麻太路98巷16號","嘉義縣太保市麻寮里19鄰麻太路98巷16號","1","養護型機構","<year=101&class=3>","","?05-2386267","?05-2383953","無","?ra19796811@yahoo.com.tw","True","14","14","0","0",
"嘉義縣私立南新老人養護中心","嘉義縣","太保市","南新里南埤路120巷70號","嘉義縣太保市南新里南埤路120巷70號","1","養護型機構","<year=101&class=3>","","?05-2383837","?05-2387965","無","?q2358358@yahoo.com.tw","True","38","38","0","0",
"嘉義縣私立怡園老人養護中心","嘉義縣","朴子市","永和里應菜埔150之8號","嘉義縣朴子市永和里應菜埔150之8號","1","養護型機構","<year=101&class=2>","","?05-3705522","?05-3796244","無","?yiencare@yahoo.com.tw","True","42","42","0","0",
"嘉義縣私立福安老人長期照顧中心(養護型)","嘉義縣","朴子市","溪口里雙溪口174之20號","嘉義縣朴子市溪口里雙溪口174之20號","1","養護型機構","無","3","?05-3700895","?05-3661332","無","?abcd581015@yahoo.com.tw","True","49","49","0","0",
"嘉義縣私立大林老人養護中心","嘉義縣","大林鎮","三和里民生路478號","嘉義縣大林鎮三和里民生路478號","1","養護型機構","<year=101&class=1>","","?05-2654687","?05-2658877","無","?dalin0905@yahoo.com.tw","True","49","49","0","0",
"嘉義縣私立祥賀老人長期照顧中心(養護型)","嘉義縣","大林鎮","上林里大民北路15號","嘉義縣大林鎮上林里大民北路15號","1","養護型機構","<year=101&class=3>","","?05-2642933","?05-2648190","無","?juster.qoo@msa.hinet.net","True","49","49","0","0",
"財團法人利河伯社會福利基金會附設嘉義縣私立基督老人長期照顧中心(養護型)","嘉義縣","大林鎮","西林里西榮路3號","嘉義縣大林鎮西林里西榮路3號","1","養護型機構","<year=102&class=3>","","?05-2656969","?05-2652040","https://www.facebook.com/dlnchst","?dlnchst@gmail.com","True","70","70","0","0",
"嘉義縣私立雙福寶慈濟佛門老人長期照顧中心(養護型)","嘉義縣","大林鎮","平林里下潭底69號","嘉義縣大林鎮平林里下潭底69號","1","養護型機構","<year=101&class=1>","","?05-2657899","?05-2641666","http://sfb-care.com.tw/","?sam6314899@gmail.com","True","46","46","0","0",
